BIO,BIO,BIO,BIO,BIO,BIO,C,C,C,C,C,C
Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
427.0799865722656,431.2200012207031,417.6099853515625,422.42999267578125,422.42999267578125,243200,45.75,46.75,45.540000915527344,45.779998779296875,43.75883865356445,19564000
429.04998779296875,438.4599914550781,425.989990234375,433.70001220703125,433.70001220703125,218600,46.540000915527344,47.540000915527344,46.34000015258789,46.959999084472656,44.886741638183594,21507200
427.8699951171875,435.70001220703125,420.4800109863281,430.3699951171875,430.3699951171875,181000,46.70000076293945,46.959999084472656,45.970001220703125,46.75,44.686012268066406,12314900
434.04998779296875,434.6000061035156,415.0400085449219,418.67999267578125,418.67999267578125,166300,47.060001373291016,47.689998626708984,46.61000061035156,47.310001373291016,45.221290588378906,16736300
424.79998779296875,431.6000061035156,422.1000061035156,425.989990234375,425.989990234375,168400,47.88999938964844,48.31999969482422,47.470001220703125,47.540000915527344,45.441139221191406,16745500
425.4599914550781,441.3999938964844,425.4599914550781,432.9200134277344,432.9200134277344,117600,47.560001373291016,48.209999084472656,47.20000076293945,48.189998626708984,46.062442779541016,12429900
437.0,466.3299865722656,437.0,461.1700134277344,461.1700134277344,313600,48.209999084472656,48.7400016784668,47.86000061035156,48.709999084472656,46.559478759765625,17143700
460.1499938964844,462.6400146484375,447.4100036621094,451.7799987792969,451.7799987792969,141400,49.060001373291016,49.47999954223633,48.54999923706055,49.09000015258789,46.92271041870117,16287800
449.30999755859375,457.0,443.3999938964844,455.20001220703125,455.20001220703125,102900,48.5099983215332,50.22999954223633,47.7400016784668,49.91999816894531,47.71605682373047,28037000
455.17999267578125,459.3500061035156,447.8900146484375,454.9200134277344,454.9200134277344,120600,49.86000061035156,50.7400016784668,49.7400016784668,50.310001373291016,48.08884048461914,28193500
457.0,464.2300109863281,451.2799987792969,452.3599853515625,452.3599853515625,116000,50.2400016784668,50.47999954223633,49.2400016784668,49.43000030517578,47.2476921081543,18952000
447.1499938964844,451.739990234375,442.0899963378906,450.54998779296875,450.54998779296875,73600,48.650001525878906,49.599998474121094,48.470001220703125,49.369998931884766,47.19034194946289,14869100
451.80999755859375,457.5,448.82000732421875,457.2900085449219,457.2900085449219,107600,49.68000030517578,51.11000061035156,49.2599983215332,51.09000015258789,48.834407806396484,19957300
457.44000244140625,470.07000732421875,457.44000244140625,467.0400085449219,467.0400085449219,126100,51.04999923706055,52.290000915527344,50.880001068115234,51.97999954223633,49.68511199951172,18531200
460.32000732421875,462.67999267578125,453.4599914550781,457.0,457.0,142000,51.41999816894531,51.95000076293945,50.41999816894531,51.41999816894531,49.14983367919922,13303200
451.5199890136719,457.5899963378906,446.57000732421875,456.69000244140625,456.69000244140625,107300,50.849998474121094,51.939998626708984,50.849998474121094,51.900001525878906,49.608646392822266,20719000
464.1300048828125,485.2099914550781,464.1300048828125,475.9100036621094,475.9100036621094,199800,52.08000183105469,52.2599983215332,51.5099983215332,52.189998626708984,49.88583755493164,22393300
471.54998779296875,481.25,468.9599914550781,478.9599914550781,478.9599914550781,133000,51.959999084472656,52.189998626708984,51.65999984741211,51.86000061035156,49.570411682128906,18294000
474.3800048828125,477.4100036621094,463.239990234375,464.260009765625,464.260009765625,127800,51.439998626708984,52.040000915527344,51.34000015258789,51.75,49.465267181396484,11126200
466.42999267578125,470.9200134277344,456.6700134277344,467.4599914550781,467.4599914550781,175100,51.86000061035156,52.220001220703125,51.630001068115234,52.220001220703125,49.91451644897461,34823400
471.70001220703125,479.92999267578125,460.42999267578125,473.4200134277344,473.4200134277344,164100,51.540000915527344,52.7400016784668,51.40999984741211,52.150001525878906,49.84760665893555,22111900
481.2200012207031,486.989990234375,477.19000244140625,480.489990234375,480.489990234375,159000,52.58000183105469,53.22999954223633,51.72999954223633,52.220001220703125,49.91451644897461,22331700
472.6300048828125,479.0299987792969,470.0,470.8800048828125,470.8800048828125,92800,51.02000045776367,51.540000915527344,50.529998779296875,50.95000076293945,49.180908203125,20050600
463.6199951171875,474.3999938964844,461.1099853515625,469.69000244140625,469.69000244140625,140600,50.400001525878906,50.9900016784668,49.90999984741211,50.86000061035156,49.094032287597656,16152000
466.1700134277344,480.0199890136719,464.7699890136719,476.94000244140625,476.94000244140625,82100,50.75,51.7599983215332,50.59000015258789,51.130001068115234,49.35466003417969,14361000
474.5799865722656,480.95001220703125,468.5199890136719,469.4599914550781,469.4599914550781,74100,50.77000045776367,51.5099983215332,50.599998474121094,51.150001525878906,49.37396240234375,13242300
472.1099853515625,476.07000732421875,460.95001220703125,465.760009765625,465.760009765625,120800,51.349998474121094,51.459999084472656,49.86000061035156,49.97999954223633,48.24458694458008,16794900
462.8800048828125,472.17999267578125,462.8800048828125,471.17999267578125,471.17999267578125,166100,49.81999969482422,50.189998626708984,49.150001525878906,50.11000061035156,48.37007141113281,16519900
473.30999755859375,476.510009765625,467.8999938964844,471.9200134277344,471.9200134277344,133600,49.9900016784668,51.08000183105469,49.91999816894531,51.0,49.22917175292969,11626900
467.2900085449219,471.55999755859375,460.6000061035156,462.5199890136719,462.5199890136719,183100,50.93000030517578,51.75,50.4900016784668,51.61000061035156,49.817989349365234,16283300
458.6199951171875,463.0,456.8500061035156,460.5199890136719,460.5199890136719,192700,50.84000015258789,51.880001068115234,50.810001373291016,51.81999969482422,50.02070236206055,9216600
454.4700012207031,460.9200134277344,451.9200134277344,455.9100036621094,455.9100036621094,180400,51.349998474121094,51.83000183105469,51.099998474121094,51.459999084472656,49.673194885253906,9398000
455.0,488.8800048828125,452.29998779296875,483.2300109863281,483.2300109863281,380900,51.2599983215332,51.59000015258789,50.91999816894531,51.41999816894531,49.634586334228516,12297700
476.2799987792969,476.2799987792969,460.92999267578125,468.1600036621094,468.1600036621094,271400,50.7400016784668,50.90999984741211,49.43000030517578,49.84000015258789,48.10944747924805,22899200
467.2300109863281,478.2799987792969,463.5799865722656,476.0,476.0,219300,49.88999938964844,50.47999954223633,49.369998931884766,50.040000915527344,48.30250549316406,14431500
481.2200012207031,487.1499938964844,476.5,487.0,487.0,259100,50.34000015258789,50.619998931884766,49.70000076293945,50.380001068115234,48.630699157714844,12550700
476.739990234375,483.25,475.760009765625,480.0,480.0,172800,50.0,50.34000015258789,49.650001525878906,50.18000030517578,48.43764114379883,14547300
484.6400146484375,489.7300109863281,477.010009765625,483.0,483.0,240800,50.5,51.189998626708984,50.38999938964844,50.470001220703125,48.71757888793945,14190200
481.1700134277344,486.9100036621094,477.8299865722656,477.8399963378906,477.8399963378906,252700,50.47999954223633,50.869998931884766,50.25,50.689998626708984,48.929935455322266,12932400
475.55999755859375,478.0199890136719,469.4200134277344,475.4100036621094,475.4100036621094,194900,50.459999084472656,51.540000915527344,50.29999923706055,51.5,49.71180725097656,15966000
470.6600036621094,505.2799987792969,469.3299865722656,502.7900085449219,502.7900085449219,288400,51.18000030517578,51.45000076293945,50.459999084472656,51.400001525878906,49.61528396606445,18104500
505.55999755859375,509.6199951171875,500.260009765625,503.0,503.0,199400,51.47999954223633,52.38999938964844,51.47999954223633,52.349998474121094,50.53229522705078,15879900
502.0,502.0,491.6000061035156,494.1600036621094,494.1600036621094,175600,52.36000061035156,52.45000076293945,52.0099983215332,52.18000030517578,50.36819839477539,12693300
493.67999267578125,494.04998779296875,484.95001220703125,489.5899963378906,489.5899963378906,122900,51.79999923706055,52.130001068115234,50.72999954223633,51.08000183105469,49.306392669677734,30953800
488.80999755859375,488.80999755859375,477.010009765625,481.1400146484375,481.1400146484375,189100,51.060001373291016,51.27000045776367,50.29999923706055,50.68000030517578,48.92028045654297,12847700
483.510009765625,501.4100036621094,478.92999267578125,487.44000244140625,487.44000244140625,185900,50.58000183105469,50.83000183105469,48.40999984741211,48.599998474121094,46.91250228881836,29460100
486.3900146484375,487.07000732421875,476.0,478.239990234375,478.239990234375,165800,48.08000183105469,49.380001068115234,47.130001068115234,48.34000015258789,46.66153335571289,29770800
475.1000061035156,491.2699890136719,466.1600036621094,488.7099914550781,488.7099914550781,156200,47.0,47.2400016784668,44.599998474121094,44.7400016784668,43.1865348815918,50709200
496.0400085449219,499.2699890136719,487.69000244140625,492.54998779296875,492.54998779296875,231500,47.209999084472656,47.9900016784668,46.560001373291016,47.400001525878906,45.754173278808594,42165900
484.2300109863281,487.4100036621094,474.3999938964844,478.0,478.0,203500,45.439998626708984,45.5,44.099998474121094,44.81999969482422,43.26375198364258,41832800
476.8500061035156,490.2300109863281,470.6600036621094,488.2799987792969,488.2799987792969,174500,44.65999984741211,46.09000015258789,43.70000076293945,45.619998931884766,44.03597640991211,28877300
485.8299865722656,485.8299865722656,468.25,469.8699951171875,469.8699951171875,302600,44.97999954223633,44.97999954223633,43.81999969482422,44.25,42.71354675292969,37130200
469.8999938964844,477.2799987792969,462.9200134277344,467.5199890136719,467.5199890136719,211200,44.709999084472656,45.7400016784668,43.90999984741211,44.09000015258789,42.55910110473633,31899900
470.760009765625,480.6099853515625,470.760009765625,480.2900085449219,480.2900085449219,156100,45.56999969482422,46.02000045776367,44.95000076293945,45.06999969482422,43.50507354736328,29835600
480.04998779296875,482.95001220703125,465.739990234375,466.2099914550781,466.2099914550781,155500,45.18000030517578,45.310001373291016,43.68000030517578,43.709999084472656,42.19229507446289,21672000
467.4200134277344,469.79998779296875,451.0,456.32000732421875,456.32000732421875,194100,44.310001373291016,44.849998474121094,43.11000061035156,43.45000076293945,41.94132614135742,24112600
452.75,460.8999938964844,450.04998779296875,460.7799987792969,460.7799987792969,138400,42.84000015258789,43.119998931884766,42.0099983215332,43.11000061035156,41.613128662109375,25453900
464.489990234375,471.6300048828125,463.3500061035156,470.54998779296875,470.54998779296875,150400,44.060001373291016,45.0,43.880001068115234,44.779998779296875,43.22513961791992,29335200
468.5299987792969,472.9100036621094,467.3599853515625,471.0,471.0,98300,44.720001220703125,45.22999954223633,44.4900016784668,45.220001220703125,43.64986801147461,16206000
473.70001220703125,477.54998779296875,468.989990234375,471.9700012207031,471.9700012207031,89500,45.59000015258789,46.0099983215332,45.459999084472656,45.95000076293945,44.35451889038086,15047000
477.5299987792969,480.739990234375,468.79998779296875,471.7799987792969,471.7799987792969,115700,46.47999954223633,46.63999938964844,45.7400016784668,46.06999969482422,44.47035217285156,14226400
471.7799987792969,479.4100036621094,469.7099914550781,479.0199890136719,479.0199890136719,143000,46.599998474121094,46.970001220703125,46.33000183105469,46.88999938964844,45.261878967285156,16009200
476.4700012207031,477.8299865722656,461.0,464.82000732421875,464.82000732421875,146000,47.13999938964844,47.4900016784668,46.43000030517578,46.709999084472656,45.08812713623047,16633100
465.260009765625,468.4200134277344,461.1099853515625,462.32000732421875,462.32000732421875,116100,46.900001525878906,47.02000045776367,45.650001525878906,46.09000015258789,44.48965835571289,15542400
459.989990234375,468.8299865722656,459.989990234375,463.79998779296875,463.79998779296875,80100,45.470001220703125,46.189998626708984,45.310001373291016,45.77000045776367,44.18077087402344,11739100
462.6099853515625,466.42999267578125,456.6499938964844,466.239990234375,466.239990234375,95600,45.79999923706055,46.209999084472656,45.52000045776367,45.86000061035156,44.26763916015625,11918100
463.1700134277344,470.30999755859375,459.3699951171875,469.95001220703125,469.95001220703125,107200,45.790000915527344,46.7599983215332,45.77000045776367,46.52000045776367,44.904727935791016,11777100
473.3299865722656,477.3500061035156,470.44000244140625,472.010009765625,472.010009765625,82200,46.66999816894531,47.369998931884766,46.59000015258789,47.20000076293945,45.56111526489258,14177300
476.57000732421875,482.82000732421875,475.6000061035156,476.8299865722656,476.8299865722656,116200,47.47999954223633,47.63999938964844,46.52000045776367,46.91999816894531,45.290836334228516,14330900
478.8500061035156,486.9599914550781,476.75,485.7099914550781,485.7099914550781,90100,46.900001525878906,47.59000015258789,46.58000183105469,47.29999923706055,45.65764236450195,15578900
486.5,494.04998779296875,478.760009765625,479.25,479.25,134800,48.16999816894531,49.88999938964844,48.02000045776367,49.560001373291016,47.83917236328125,33064500
479.8900146484375,485.4200134277344,476.0899963378906,481.510009765625,481.510009765625,122700,49.7599983215332,49.810001373291016,49.09000015258789,49.689998626708984,47.964656829833984,19590400
481.54998779296875,481.54998779296875,475.44000244140625,479.1600036621094,479.1600036621094,99900,49.93000030517578,50.29999923706055,49.45000076293945,50.08000183105469,48.34111404418945,16616200
476.44000244140625,489.3599853515625,475.25,486.3999938964844,486.3999938964844,117200,49.72999954223633,50.45000076293945,49.380001068115234,50.400001525878906,48.65000534057617,14894000
473.760009765625,473.760009765625,456.95001220703125,459.07000732421875,459.07000732421875,161100,49.810001373291016,50.04999923706055,49.099998474121094,49.400001525878906,47.68472671508789,20410200
462.05999755859375,468.82000732421875,458.69000244140625,467.25,467.25,105500,48.959999084472656,49.220001220703125,48.31999969482422,49.029998779296875,47.327571868896484,14377300
466.6400146484375,469.05999755859375,461.20001220703125,461.79998779296875,461.79998779296875,147500,49.029998779296875,49.310001373291016,48.75,49.029998779296875,47.327571868896484,11208800
457.3900146484375,457.3900146484375,436.30999755859375,437.2699890136719,437.2699890136719,203000,48.5,48.650001525878906,47.720001220703125,47.900001525878906,46.236812591552734,15374000
433.7900085449219,445.29998779296875,433.7900085449219,436.0,436.0,148500,47.79999923706055,47.86000061035156,46.38999938964844,46.86000061035156,45.23291778564453,16984600
435.6099853515625,436.8599853515625,425.739990234375,436.45001220703125,436.45001220703125,136900,47.040000915527344,47.349998474121094,46.439998626708984,47.029998779296875,45.39701843261719,16541400
437.9200134277344,454.8999938964844,434.6000061035156,450.7900085449219,450.7900085449219,148100,46.189998626708984,47.33000183105469,46.040000915527344,47.06999969482422,45.93374252319336,15216400
448.70001220703125,456.5400085449219,448.70001220703125,453.9100036621094,453.9100036621094,109200,47.880001068115234,48.380001068115234,47.16999816894531,47.25,46.109397888183594,18314800
451.1000061035156,453.1499938964844,443.32000732421875,451.4800109863281,451.4800109863281,105900,46.81999969482422,47.060001373291016,45.560001373291016,46.0,44.88957214355469,19450100
453.4700012207031,473.5,453.4700012207031,463.8599853515625,463.8599853515625,158400,46.130001068115234,46.599998474121094,45.630001068115234,45.66999816894531,44.567535400390625,14533500
467.760009765625,468.45001220703125,458.7799987792969,462.6099853515625,462.6099853515625,126600,45.040000915527344,45.400001525878906,44.08000183105469,44.900001525878906,43.81612777709961,20601800
400.0,400.0,373.07000732421875,385.239990234375,385.239990234375,838900,45.79999923706055,46.5,45.66999816894531,46.31999969482422,45.201847076416016,13380500
384.69000244140625,390.7099914550781,376.0,378.3900146484375,378.3900146484375,482800,46.880001068115234,47.150001525878906,46.27000045776367,46.36000061035156,45.24087905883789,8760900
374.44000244140625,375.5400085449219,364.0,366.8599853515625,366.8599853515625,257700,45.90999984741211,46.7599983215332,45.790000915527344,46.52000045776367,45.39702224731445,10188800
372.6499938964844,373.1600036621094,365.1300048828125,365.69000244140625,365.69000244140625,260200,47.150001525878906,47.189998626708984,45.59000015258789,46.369998931884766,45.250640869140625,11840000
362.9700012207031,367.07000732421875,357.9599914550781,364.3399963378906,364.3399963378906,307100,45.7400016784668,46.130001068115234,45.43000030517578,46.029998779296875,44.918846130371094,11222800
363.6300048828125,374.8599853515625,361.010009765625,372.510009765625,372.510009765625,250900,46.33000183105469,46.380001068115234,45.06999969482422,45.45000076293945,44.352848052978516,12810300
375.3500061035156,383.9800109863281,371.20001220703125,381.75,381.75,255200,45.689998626708984,46.310001373291016,45.630001068115234,46.04999923706055,44.9383659362793,11911300
380.8900146484375,386.0,377.9800109863281,384.6700134277344,384.6700134277344,230900,45.93000030517578,46.15999984741211,45.2599983215332,45.279998779296875,44.18695068359375,9201200
386.9700012207031,386.9700012207031,379.7900085449219,380.42999267578125,380.42999267578125,317600,45.779998779296875,47.11000061035156,45.779998779296875,47.08000183105469,45.94350051879883,16359100
380.739990234375,383.1300048828125,376.1300048828125,380.29998779296875,380.29998779296875,212700,46.97999954223633,46.97999954223633,45.86000061035156,46.38999938964844,45.27015686035156,17618000
382.8299865722656,391.3999938964844,382.1199951171875,382.1400146484375,382.1400146484375,259400,46.459999084472656,46.72999954223633,45.619998931884766,45.709999084472656,44.606571197509766,15406400
382.1499938964844,391.0899963378906,382.1499938964844,387.1499938964844,387.1499938964844,218200,45.970001220703125,46.099998474121094,45.45000076293945,45.790000915527344,44.68464279174805,14471000
386.2300109863281,393.05999755859375,380.9200134277344,382.55999755859375,382.55999755859375,231400,45.84000015258789,46.81999969482422,45.79999923706055,45.90999984741211,44.80174255371094,13797100
376.9200134277344,376.9200134277344,369.04998779296875,373.760009765625,373.760009765625,281800,45.15999984741211,45.2400016784668,44.209999084472656,44.4900016784668,43.4160270690918,23744900
372.5400085449219,376.3800048828125,368.8399963378906,372.9599914550781,372.9599914550781,244600,44.29999923706055,44.79999923706055,43.880001068115234,44.22999954223633,43.162296295166016,18109400
375.7900085449219,381.8999938964844,369.8699951171875,379.0,379.0,204100,44.459999084472656,44.650001525878906,43.9900016784668,44.599998474121094,43.52336502075195,11962600
379.8699951171875,385.3599853515625,378.0799865722656,379.760009765625,379.760009765625,276600,44.72999954223633,44.88999938964844,44.25,44.70000076293945,43.62095260620117,12431100
378.1000061035156,378.9599914550781,367.6499938964844,373.3500061035156,373.3500061035156,312200,44.20000076293945,44.40999984741211,43.709999084472656,44.31999969482422,43.250125885009766,18154100
374.25,378.0,369.6700134277344,371.3599853515625,371.3599853515625,306000,44.68000030517578,45.349998474121094,44.310001373291016,44.84000015258789,43.75757598876953,15757100
375.19000244140625,376.3500061035156,370.0799865722656,372.3599853515625,372.3599853515625,178700,45.470001220703125,46.68000030517578,45.36000061035156,46.31999969482422,45.201847076416016,19443600
372.6300048828125,375.6600036621094,362.6700134277344,368.6000061035156,368.6000061035156,247400,46.36000061035156,46.47999954223633,45.810001373291016,46.2400016784668,45.123783111572266,11004700
369.4599914550781,374.3999938964844,366.2799987792969,370.7799987792969,370.7799987792969,211500,46.189998626708984,47.5099983215332,46.150001525878906,47.220001220703125,46.08012390136719,14189200
371.0299987792969,373.8900146484375,366.2200012207031,372.55999755859375,372.55999755859375,175500,47.470001220703125,48.18000030517578,47.15999984741211,48.0099983215332,46.85104751586914,15457400
370.9200134277344,370.9200134277344,359.45001220703125,359.489990234375,359.489990234375,207000,47.72999954223633,48.25,47.529998779296875,48.099998474121094,46.93887710571289,12058600
361.1199951171875,365.989990234375,357.0,361.0299987792969,361.0299987792969,200000,48.099998474121094,48.56999969482422,47.90999984741211,48.29999923706055,47.13404846191406,11744000
361.6099853515625,376.55999755859375,361.6099853515625,375.9100036621094,375.9100036621094,223700,48.27000045776367,48.5,47.970001220703125,48.45000076293945,47.28042984008789,13801000
376.0,380.92999267578125,373.1300048828125,374.8599853515625,374.8599853515625,226600,48.45000076293945,49.41999816894531,48.45000076293945,48.689998626708984,47.5146369934082,14062700
377.1600036621094,377.1600036621094,369.6099853515625,370.8699951171875,370.8699951171875,178200,48.83000183105469,49.27000045776367,47.560001373291016,48.2400016784668,47.07550048828125,22053000
368.57000732421875,379.739990234375,368.57000732421875,379.05999755859375,379.05999755859375,154700,48.130001068115234,48.59000015258789,47.58000183105469,48.560001373291016,47.38777542114258,14926100
386.9200134277344,388.0,373.6400146484375,376.55999755859375,376.55999755859375,513400,48.84000015258789,48.84000015258789,48.15999984741211,48.189998626708984,47.02670669555664,18221600
362.5,372.3999938964844,356.510009765625,370.75,370.75,319000,47.90999984741211,47.90999984741211,47.08000183105469,47.61000061035156,46.4607048034668,12777700
368.7900085449219,370.0,365.3999938964844,366.4700012207031,366.4700012207031,171000,47.5,47.849998474121094,47.22999954223633,47.40999984741211,46.265533447265625,10550700
366.5,373.07000732421875,362.2099914550781,364.7799987792969,364.7799987792969,138800,47.220001220703125,47.2599983215332,46.43000030517578,46.630001068115234,45.504364013671875,11841900
362.7799987792969,370.05999755859375,362.0400085449219,365.79998779296875,365.79998779296875,286000,46.099998474121094,46.25,45.84000015258789,46.02000045776367,44.90909194946289,13249100
365.2099914550781,367.55999755859375,362.5299987792969,365.5400085449219,365.5400085449219,101600,46.119998931884766,46.689998626708984,46.0099983215332,46.2400016784668,45.123783111572266,13253900
365.92999267578125,367.3399963378906,360.8900146484375,365.75,365.75,154100,46.20000076293945,46.61000061035156,45.900001525878906,46.400001525878906,45.2799186706543,11863300
366.92999267578125,368.3599853515625,360.75,364.3800048828125,364.3800048828125,266300,46.369998931884766,46.38999938964844,45.81999969482422,46.22999954223633,45.114017486572266,13394900
364.3699951171875,375.3800048828125,361.739990234375,375.239990234375,375.239990234375,151800,46.16999816894531,46.790000915527344,46.0099983215332,46.290000915527344,45.17257308959961,18840800
377.5799865722656,380.739990234375,376.32000732421875,379.1199951171875,379.1199951171875,156300,46.779998779296875,46.79999923706055,46.029998779296875,46.040000915527344,44.92860794067383,15211800
378.1099853515625,379.6199951171875,373.6600036621094,377.55999755859375,377.55999755859375,114200,46.08000183105469,47.290000915527344,46.02000045776367,46.7400016784668,45.61171340942383,10159900
